"(DISC) Estimated De Facto Population by Age and Sex (1936-95) (Annual-Dec)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","As at","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","0 Years","1 Years","2 Years","3 Years","4 Years","5 Years","6 Years","7 Years","8 Years","9 Years","10 Years","11 Years","12 Years","13 Years","14 Years","15 Years","16 Years","17 Years","18 Years","19 Years","20 Years","21 Years","22 Years","23 Years","24 Years","25 Years","26 Years","27 Years","28 Years","29 Years","30 Years","31 Years","32 Years","33 Years","34 Years","35 Years","36 Years","37 Years","38 Years","39 Years","40 Years","41 Years","42 Years","43 Years","44 Years","45 Years","46 Years","47 Years","48 Years","49 Years","50 Years","51 Years","52 Years","53 Years","54 Years","55 Years","56 Years","57 Years","58 Years","59 Years","60 Years","61 Years","62 Years","63 Years","64 Years","65 Years","66 Years","67 Years","68 Years","69 Years","70 Years","71 Years","72 Years","73 Years","74 Years","75 Years","76 Years","77 Years","78 Years","79 Years","80 Years","81 Years","82 Years","83 Years","84 Years","85 Years","86 Years","87 Years","88 Years","89 Years","90 Years and over","0 Years","1 Years","2 Years","3 Years","4 Years","5 Years","6 Years","7 Years","8 Years","9 Years","10 Years","11 Years","12 Years","13 Years","14 Years","15 Years","16 Years","17 Years","18 Years","19 Years","20 Years","21 Years","22 Years","23 Years","24 Years","25 Years","26 Years","27 Years","28 Years","29 Years","30 Years","31 Years","32 Years","33 Years","34 Years","35 Years","36 Years","37 Years","38 Years","39 Years","40 Years","41 Years","42 Years","43 Years","44 Years","45 Years","46 Years","47 Years","48 Years","49 Years","50 Years","51 Years","52 Years","53 Years","54 Years","55 Years","56 Years","57 Years","58 Years","59 Years","60 Years","61 Years","62 Years","63 Years","64 Years","65 Years","66 Years","67 Years","68 Years","69 Years","70 Years","71 Years","72 Years","73 Years","74 Years","75 Years","76 Years","77 Years","78 Years","79 Years","80 Years","81 Years","82 Years","83 Years","84 Years","85 Years","86 Years","87 Years","88 Years","89 Years","90 Years and over"
1973,30830,31980,32320,30970,31210,31130,30520,30820,30640,31390,32720,33260,33380,32700,31580,30870,29890,29370,28340,27340,26150,25520,25220,24650,24200,24430,24180,23780,21150,19980,19250,19120,20430,20170,17520,16810,16140,15800,15820,15620,15110,15920,16540,17340,16070,16700,16690,16340,16590,16100,15640,15710,15930,15400,12880,12820,12620,13100,12520,12900,12460,12540,11950,11380,10460,10470,9730,9340,8860,7890,7520,6860,6490,6140,5050,4480,3850,3510,3120,2710,2460,2150,1940,1680,1420,1130,950,750,650,520,1460,29530,30880,30950,29790,29960,29930,29640,29560,29290,29970,31280,32180,32210,31440,30400,29700,28900,28080,27070,25960,25050,24510,23980,23870,23590,23900,24460,23370,20790,19450,18610,18760,19870,19410,17050,16590,15750,15460,15240,14970,14820,15330,15590,16570,15180,15840,15480,15350,15790,15700,15340,15830,15950,15860,13550,13600,13570,13930,13370,13810,13180,13260,12610,12500,11340,11330,10740,10540,10410,9380,8900,8500,8160,8100,6770,6410,5870,5730,5350,4690,4270,3780,3500,3170,2950,2200,2040,1720,1470,1110,3080
1974,30240,30750,32190,32620,31300,31550,31470,30820,31100,30940,31700,33030,33550,33690,33040,31880,31070,30020,29510,28550,27610,26420,25900,25610,24980,24700,25000,24870,24510,21790,20630,19740,19410,20730,20530,17830,16990,16330,16010,16070,15970,15340,16030,16620,17380,16100,16660,16650,16300,16550,16210,15700,15620,15870,15350,12780,12670,12430,12960,12370,12770,12320,12300,11630,11000,10160,10210,9430,9030,8510,7570,7170,6460,6100,5740,4680,4130,3510,3210,2820,2430,2120,1930,1660,1410,1110,940,740,640,510,1420,28770,29570,31190,31330,30100,30270,30280,29950,29870,29660,30330,31550,32400,32430,31610,30590,29810,28880,28140,27290,26170,25130,24660,24350,24430,24200,24530,25180,23970,21310,20010,19140,19160,20110,19640,17300,16830,15990,15650,15500,15280,15050,15400,15600,16640,15260,15880,15510,15400,15860,15780,15420,15780,15870,15800,13480,13550,13470,13810,13360,13880,13130,13070,12460,12370,11200,11130,10520,10340,10260,9260,8720,8280,7850,7740,6490,6140,5550,5380,4990,4340,3850,3550,3220,3000,2230,2070,1740,1490,1130,3150
1975,27700,29420,30810,32230,33110,32730,32480,32110,31290,31340,31640,32160,33380,33960,33830,32490,31430,30290,29310,28620,28290,27130,26320,25920,25620,25620,25120,25300,25610,24690,21970,20180,19560,19110,20390,20550,18050,16960,17060,16520,16060,15110,15480,15770,16130,17440,16300,16480,17020,16940,16640,15520,15740,15290,15290,14920,13100,12440,12760,13100,12640,12390,12400,12120,11510,11170,10310,10080,9540,8750,8100,7140,6710,6080,5640,5460,4450,3670,3280,2860,2620,2250,1940,1720,1470,1200,950,770,610,490,1430,26760,28220,29750,31030,31780,31470,31010,30680,30190,30080,30010,30570,31920,32860,32540,31320,30070,29180,28470,27640,27280,26310,25750,25490,24960,25090,24780,24980,25460,24230,21710,19610,19030,18880,20150,19830,17670,16890,16550,16060,15490,14680,15090,15260,15260,16440,15670,15410,15580,15880,15920,15190,15450,15670,15810,15480,13850,13270,13850,14100,13840,13500,13320,13010,12540,12440,11820,11410,10720,10270,9860,8760,8470,7710,7350,7550,6450,5630,5360,4940,4780,4180,3650,3310,2980,2630,2060,1800,1520,1250,3320
1976,28090,27410,29290,30830,32060,33110,32690,32330,31990,31290,31220,31500,32050,33320,33870,33810,32570,31340,30330,29340,28590,27700,26460,25680,25280,25040,25090,25000,25250,25380,24450,22020,20350,19570,19230,20380,20680,18180,17010,16990,16460,15850,15320,15470,15560,15770,17390,16540,16300,16800,16920,16520,15270,15570,15260,15320,14650,12670,12310,12610,12990,12600,12160,11940,11690,11590,10770,9810,9480,9090,8380,7680,6680,6300,5720,5300,4940,4000,3320,2950,2510,2350,2010,1710,1470,1230,970,710,600,470,1360,26510,26580,28060,29720,30950,31740,31420,30820,30580,30210,29840,29550,30580,31920,32710,32380,31250,30080,29080,28210,27320,26710,25770,25160,25050,24650,24940,24770,25060,25340,24070,21420,19450,18790,18740,19960,19720,17830,16900,16540,16010,15280,14650,14990,14930,15130,16470,15640,15360,15590,16020,15820,14980,15460,15570,15670,15310,13890,13150,13490,14080,13600,13170,13370,12810,12430,12240,11640,11120,10480,10090,9450,8420,8310,7500,7120,7170,6120,5300,5050,4660,4470,3820,3260,2950,2680,2280,1720,1520,1260,3460
1977,27230,27530,27350,29160,30610,31760,32830,32420,32190,31780,31120,30920,31290,31890,33270,33930,33720,32350,31070,29820,28710,27420,26710,25720,25010,24670,24850,24780,24630,24600,25040,24150,21670,20190,19200,19110,20420,20520,17920,16920,16840,16070,15740,15130,15350,15520,15250,17260,16390,16300,16880,16690,16560,15050,15270,14800,15110,14380,12420,11890,12270,12450,12260,11870,11540,11510,11110,10620,9490,9030,8530,8000,7390,6300,5860,5260,4970,4530,3580,3020,2650,2310,2020,1700,1400,1210,1040,790,540,460,1250,26350,26040,26390,28090,29460,30720,31620,31140,30670,30520,30170,29770,29480,30350,31760,32600,32240,30960,29550,28330,27070,26120,25870,25490,24500,24830,24510,24570,24450,24900,25270,24020,21180,19040,18430,18620,20030,19770,17540,17170,16700,16080,15210,14190,14610,14780,15040,16480,15420,15310,15830,16170,15880,14880,15230,15340,15360,15180,13630,12890,13400,13820,13220,12880,13040,12580,12210,11980,11210,10800,10180,9750,8990,8110,7990,7070,6770,6740,5700,4990,4670,4300,4210,3480,2910,2630,2320,1940,1440,1240,3500
1978,25650,26820,27160,27010,28870,30290,31500,32550,32000,31920,31710,30800,30730,31280,31660,32810,33630,33240,31870,30420,29140,27940,26660,25870,25410,24460,23800,23910,24290,24310,24050,24820,23800,21510,20100,19100,18840,20120,19950,17350,16600,16750,16120,15730,14990,15570,15530,15150,16810,16170,15970,16920,16750,16210,14740,15070,14690,14910,14020,12220,11960,12050,12200,11840,11660,11360,11000,10750,10330,9100,8530,8080,7560,6980,5930,5490,5050,4690,4080,3250,2720,2380,2050,1810,1500,1180,1030,880,600,370,1210,24860,25870,25630,26350,28010,29240,30380,31350,30980,30450,30300,29920,29490,29350,30100,31730,32390,31440,30050,28880,28160,26690,25570,25700,24760,23860,24550,24360,24590,24650,25080,25070,23810,21070,18910,18330,18640,19590,19460,17270,16780,16410,15830,14890,14160,14670,14730,14870,16030,15290,15730,16020,15900,15730,14910,14930,15070,15240,14980,13350,12920,13130,13420,12730,12630,12870,12400,11830,11550,10990,10410,9820,9590,8700,7800,7590,6780,6490,6370,5420,4680,4340,3970,3870,3130,2580,2280,2040,1670,1220,3680
1979,26430,25330,26380,27030,26780,28460,30040,31050,32330,31580,31670,31310,30410,30420,30830,31410,32540,33260,32810,31320,29660,28310,26770,25910,25360,25020,23970,23130,23390,23920,24110,23860,24600,23840,21190,19920,18940,18750,19910,19340,16800,16590,16410,15860,15640,14800,15540,15530,14940,16650,16060,15980,16650,16660,15910,14320,14810,14480,14840,13930,12270,11850,11550,12030,11610,11350,10970,10670,10410,9760,8690,8190,7520,7170,6750,5600,5100,4620,4310,3670,2880,2420,2000,1760,1510,1280,1010,860,720,470,1140,25690,24680,25790,25620,26090,27760,28890,30150,31100,30530,30160,30100,29550,29110,29220,29810,31650,32290,31100,28620,28070,27300,25670,24830,25590,24390,23340,24280,23940,24510,24890,24600,24890,23370,20790,18690,18120,18520,19640,19460,17450,16700,16330,15930,15010,13760,14380,14590,14820,15930,15190,15260,16030,15510,15520,14790,14540,14560,15200,14880,13620,12430,12830,13380,12430,12620,12640,12100,11520,11220,10880,10300,9560,9240,8400,7260,7440,6500,6170,5950,5020,4350,4030,3640,3560,2740,2260,2000,1750,1430,3760
1980,25670,26150,24970,26020,26700,26530,28210,29750,30720,31940,31330,31200,31170,30270,30470,30720,31220,32460,33150,32740,31120,29270,28110,26760,25790,25240,25250,23880,23450,23830,24280,24580,24010,24950,23490,20710,19750,18930,18910,19800,19470,16460,16570,16280,15770,15420,14880,15550,15560,14850,16570,16030,15730,16220,16530,15930,14210,14550,14530,15000,14050,11940,11450,11060,11730,11260,10670,10300,10180,10090,9210,8310,7690,7100,6690,6190,4920,4680,4200,3930,3160,2550,2090,1670,1470,1240,1000,830,700,580,990,24420,25160,24430,25600,25310,25930,27310,28590,29820,30520,30010,29850,30010,29550,28840,28830,29660,31400,32010,30640,28730,27890,27440,26140,24710,25750,24400,23520,24340,23990,24860,24830,24330,24700,23310,20640,18730,17950,18240,19660,19700,17450,16580,16270,15620,14670,13660,14720,14650,14590,15670,14900,14930,15840,15280,15450,14610,14160,14220,15160,14760,13410,12030,12490,13250,12300,12670,12230,11910,11290,10910,10480,9920,9080,8760,7930,6840,7020,6070,5680,5580,4600,3990,3640,3210,3210,2390,1940,1680,1510,3950
1981,25890,25720,25890,24970,25560,26990,27610,28900,29960,31060,31990,31910,31800,30970,30130,30250,30060,30850,31660,31980,31170,29870,28360,26820,26130,25420,24790,24600,24550,24460,24240,24120,24080,24380,24400,23130,21010,19560,18940,18310,19330,19450,17430,16400,16190,15590,15020,14770,14860,15420,15800,16130,15510,15610,15650,15340,15330,14900,14520,14160,13960,13700,11790,11150,11100,11450,11050,10870,10340,9930,9160,8530,7890,7460,6770,5940,5420,4810,4280,3660,3310,2890,2310,1910,1520,1200,1020,840,640,510,1590,24470,24270,24910,24200,24640,25700,26400,27800,28680,29860,30500,30520,30210,29580,29020,29100,28790,29330,30250,30480,29990,28780,27150,26720,25910,25530,25420,25040,24690,24610,24140,24370,24130,24300,24280,23330,20800,19430,18430,18340,19280,19050,17190,16320,15430,15510,14480,14390,14270,14650,14660,15320,14990,14920,14940,15160,15050,15060,14630,14920,14990,14740,13140,12730,12960,12920,12680,12870,11850,11730,10920,10520,10000,9580,8760,8360,7720,7280,6360,5710,5270,5040,4180,3680,3300,2960,2590,2130,1790,1510,4980
1982,25570,25730,25700,25890,24950,25670,27100,27720,28890,29710,30940,31970,31930,31970,30880,30070,30340,29950,30650,31580,31740,30680,29830,28340,26990,26350,25800,25020,25070,24730,24270,24530,24390,24210,24220,24400,23340,21560,19720,18790,18620,19440,19420,17430,16120,16190,15940,14930,14570,14490,15680,15950,15940,15330,15120,15450,15240,15070,14620,14210,14100,13890,13490,11450,10800,10960,11160,10800,10400,9950,9550,8750,8090,7310,7150,6310,5510,4980,4290,3750,3290,2950,2570,2000,1630,1270,1010,880,690,510,1530,24240,24570,24340,24980,24140,24670,25680,26480,27770,28740,29760,30460,30740,30170,29410,28930,29310,28800,29030,30180,30270,29520,28520,27470,26890,26640,26150,25710,25190,25390,24990,24200,24300,24110,24400,24620,23460,21100,19530,18350,18450,19450,19190,17530,16190,15230,15660,14320,14150,14190,14810,14630,15270,14910,14880,14820,15180,14780,15200,14270,14710,14930,14930,12940,12500,12760,12640,12250,12670,11610,11370,10710,10330,9560,9060,8440,8070,7390,6970,6000,5450,4920,4670,3840,3360,3010,2650,2260,1840,1520,5170
1983,25820,25740,25900,25850,25900,25220,25800,27100,27920,29200,29730,31030,31640,32150,32210,30970,30350,30540,29940,30610,31710,31380,30650,29970,28260,27190,26610,26120,25670,25090,24920,24230,24540,24250,24250,24550,24760,23480,22130,19990,19010,18640,19530,18930,17190,16060,16470,15940,15200,14560,14470,15370,15650,15850,15140,14870,15420,14980,14620,14150,13940,13910,13910,13270,11190,10550,10680,10810,10360,10070,9740,9170,8130,7740,6890,6630,5900,4900,4530,3840,3450,3010,2620,2250,1750,1400,1020,780,700,580,1530,24470,24220,24580,24400,25000,24150,24750,25770,26660,27970,28990,30110,30700,30920,30190,29470,29200,29420,28930,29270,30150,30260,29580,28700,27570,26680,26980,26660,26010,25430,26020,25400,24620,24420,24040,24630,24540,23730,21540,19530,18210,18410,19550,19110,17270,16050,15390,15860,14540,14170,14120,14490,14360,15260,14900,14840,14790,14880,14330,15000,14270,14530,14670,14800,12790,12460,12620,12560,11710,12390,11000,11110,10530,10080,9400,8830,7880,7670,7100,6650,5550,5150,4590,4220,3360,2980,2710,2350,1990,1580,5330
1984,26380,25860,25690,26080,25860,25870,25350,25810,26980,27940,29170,29760,31060,31570,31930,32110,31060,30280,30620,30080,30340,31130,30790,29920,29730,28030,27100,26600,26320,25920,25270,25050,24310,24640,23930,24340,24670,24920,23790,22090,19460,18580,18680,19500,18730,17580,16190,16360,15740,14980,14530,14280,15090,15610,15480,15170,14760,15450,15060,14520,13810,13780,13560,13660,13110,10910,10130,10140,10360,10000,9690,9180,8600,7640,7090,6480,6150,5400,4510,4160,3500,3070,2620,2290,1930,1510,1210,810,610,570,1620,25020,24630,24260,24630,24520,24980,24140,24890,25940,26940,28110,29220,30320,30620,31040,30310,29270,28910,29270,28920,29090,29410,29880,29530,28650,27580,27070,26610,26940,26570,25660,25920,25230,24610,24560,24460,25000,24490,23560,21250,19380,18260,18430,19500,19180,17160,16170,15530,15410,14390,14130,13890,14430,14650,15360,15000,14860,14490,14710,14340,15190,14360,14580,14640,14590,12590,12330,12410,12270,11580,12180,10660,10800,10350,9880,9070,8380,7560,7300,6840,6330,5190,4850,4280,3870,3020,2660,2380,2020,1720,5620
1985,26450,26290,25830,25550,25910,25770,25910,25340,25600,26760,28020,29210,29700,31130,31420,31770,32090,30860,30140,30440,29560,29680,30200,30000,28880,28800,27670,27080,26890,26270,25870,24950,24700,24390,24170,23680,24460,24610,24990,23570,22130,19370,18280,18500,19390,18920,17360,15880,16200,15600,14950,14420,14310,15260,15340,15200,14930,14640,15460,14770,14300,13600,13510,13290,13500,13040,10280,9380,9590,9970,9460,9520,8840,8030,7130,6640,6180,5760,4930,4140,3770,3060,2630,2220,1960,1660,1250,980,620,480,1610,25280,24960,24630,24340,24640,24520,24960,24190,24880,25860,26850,28020,29100,30190,30700,30970,30220,29270,28530,28900,28230,28550,28400,28990,28960,28340,27240,27500,26580,26800,26590,25780,25960,25390,24710,24650,24430,24660,24390,23590,21010,19040,17960,18170,19600,19070,16940,16010,15710,15530,14460,13970,13740,14360,14530,15430,15020,14570,14310,14760,14190,15060,14180,14500,14440,14540,12200,12000,12080,12160,11300,11350,10240,10390,10020,9510,8430,7770,7020,6940,6360,5900,4760,4470,3890,3370,2570,2290,2060,1720,5620
1986,26400,26710,25930,25850,25470,25570,26030,26270,25180,25630,27080,27630,29010,29910,31450,31760,31130,30870,29950,29220,28590,27640,28050,28700,28850,28850,27900,27530,27080,26470,26400,25620,25030,24570,24860,24020,24020,24770,24570,24020,23330,20600,19340,18630,18750,19520,19340,17540,16070,15480,15070,14930,14770,14480,14780,14770,15250,15180,14960,14970,14730,14410,13970,13470,12550,12530,11870,10510,9660,9440,9470,8950,8700,8120,7530,6880,6470,5780,5130,4570,3940,3460,2800,2340,1950,1710,1500,1250,790,570,1830,25680,25510,24680,24280,23980,24230,24980,25290,24770,24880,25790,26440,27760,29000,29850,30170,30300,29980,29240,28130,27380,27040,27460,28000,28540,29830,28890,28120,27480,27130,27100,26560,25500,24900,24570,23560,24190,24490,24780,24760,23570,21090,19020,18580,18580,18860,18330,16990,16210,15550,15640,14440,14250,14300,14310,14320,14820,14660,14870,14600,14430,14730,14300,14040,14470,14110,13760,12140,11570,11480,12000,11170,11330,10510,10340,9160,8990,8310,7650,6850,6430,5860,5240,4470,3810,3470,3230,2580,2070,1630,6000
1987,28460,26250,26840,26150,25590,25540,25690,25640,26060,25330,25710,27170,27360,28740,29390,31000,31550,30640,30270,29660,28820,28400,27230,27580,28710,29510,28600,28150,28080,27350,26610,26580,25550,25380,24930,25540,24540,24060,24960,24080,23540,23070,20680,18890,18890,19380,19720,19250,17610,16110,14950,14870,14670,14330,14270,14410,14560,15530,14980,14980,14970,14720,14380,13430,12990,12480,11920,11010,10000,9330,8990,9070,8510,8490,7880,7120,6470,6100,5300,4520,4100,3510,3050,2420,2040,1640,1360,1260,990,650,1770,26970,26010,25720,24580,24270,23980,24270,24830,25150,24710,24710,25280,25900,27420,28900,29810,29980,30420,29850,29100,27770,27150,26920,27100,28520,28690,29890,29020,28720,28080,27450,27480,26710,25380,25210,24620,23670,23860,24030,24650,24480,23160,20190,18510,18260,18590,18980,18490,16610,15480,15250,15690,14630,14370,14370,14070,14220,15180,14550,15320,14760,14450,14660,14280,13630,14790,14260,13180,11730,11560,11370,11770,10960,10950,10220,10110,8940,8710,8030,7290,6640,5890,5480,4860,4170,3380,3070,2840,2140,1730,6090
1988,28970,27910,26100,26260,25710,25310,25630,25540,25450,25610,24840,25750,27130,27440,29160,29230,30310,31160,30110,29500,28810,27730,26780,26400,26620,28280,28890,28350,28360,27490,26900,26660,26850,25860,24320,24270,23980,23810,23690,24210,23610,22560,22570,19950,19420,18590,18900,19690,19290,17670,16230,15330,14740,14600,14410,14390,14360,14120,14360,14870,14650,14380,14390,13810,13600,13000,12530,11550,10870,9690,8860,8670,8760,8130,7930,7480,6650,5920,5320,4900,4190,3750,3170,2590,2160,1750,1390,1080,1020,760,1790,27450,26530,25810,25620,24450,23960,24030,24330,24680,25130,24940,24540,25170,25500,26990,28450,29130,30210,30380,29080,28310,27280,26910,26930,26870,28860,28810,29520,28760,28730,28500,27720,26850,26440,25440,25320,24820,23770,23350,23120,24210,24590,22660,20090,18810,18520,18080,18990,18090,16290,15660,15390,15550,14450,14150,14660,14450,14320,15530,14410,14800,14280,14340,14410,13970,13390,14070,13960,13240,11260,11550,11080,11270,10640,10480,9700,9630,8540,8260,7450,7040,6190,5540,5010,4290,3670,3020,2650,2370,1690,6170
1989,29090,28120,27840,26500,26720,25910,25360,25490,25330,25790,25760,24810,25610,26950,27250,28940,29110,29440,30480,29820,28920,28000,26290,26650,25950,26890,27900,28230,28150,28260,27600,26930,27250,26500,25690,24190,24120,23720,23790,23550,24350,23760,22540,22580,19940,18780,18510,18450,19540,18780,17080,15850,15440,15190,14190,14200,14140,14620,14350,14820,14960,14360,14440,13780,13580,13110,12440,12180,11610,10650,9810,8530,8150,8380,7860,7410,6860,6250,5410,4870,4420,4050,3330,2740,2350,1990,1490,1160,850,750,1930,28110,26830,26460,25640,25530,24530,24130,23950,24270,24900,24940,24800,24820,25620,25460,27200,28380,29100,29880,29520,28500,28080,26920,26270,26740,27810,28340,29040,29790,29340,29270,28320,27550,27480,26470,25350,24690,24930,23500,23600,23640,24310,24320,22540,20210,19250,18650,18040,18480,18250,16520,15400,14920,15140,14300,14150,14610,14360,14610,14730,14160,14540,13960,14190,14750,13940,13210,13820,13670,13110,11180,11390,10380,10730,10150,10180,9380,9300,8320,7610,6940,6750,5730,5060,4550,3880,3280,2750,2370,2040,6250
1990,29350,29420,28170,27990,26980,26630,26020,25730,25370,25310,26200,25790,25140,25920,27000,26980,28400,29030,29710,30330,29530,28640,27210,25780,25970,26010,26410,28200,28280,28640,28450,27690,27410,26840,26390,25650,25000,24790,24800,24300,24010,24120,24590,24300,23140,20900,19100,18370,18250,18890,18230,16570,15540,15270,14470,14020,14190,13690,13910,14660,15170,14470,14160,14280,14000,13280,12780,12050,11490,11390,10580,9380,8320,7880,7880,7140,6810,6300,5740,5070,4490,3810,3410,2930,2430,2020,1660,1340,1100,770,2080,28320,28100,26870,26420,25780,25560,24800,24350,24130,24320,25050,24990,24720,24970,25680,25840,27190,28180,28900,29440,28890,27860,27130,26250,26150,27020,28420,29390,30290,30140,29750,28590,28210,27450,27060,26550,25840,25260,24750,23800,24240,23720,24180,24000,22520,20340,18720,17790,17770,18740,18030,16690,15930,15200,14610,13990,14200,13960,14080,14330,14980,14190,14170,13940,14070,14130,13670,13330,13380,13380,12890,11360,10950,10620,10580,9970,10170,9210,8680,7690,7260,6530,6120,5120,4690,4180,3550,2970,2430,2050,6790
1991,29030,30000,29660,28850,28410,27150,26730,25990,25890,25470,25800,26830,26000,24810,25710,26350,26380,27990,29120,29810,30060,29590,27950,27070,25870,25340,26200,27180,28520,28600,28920,28820,27920,28090,27280,26160,25410,25350,24190,24030,23840,24000,23650,23270,24220,22380,19960,17990,18610,18140,18890,18000,17130,15860,14960,14310,13820,14000,13820,14360,14480,14660,13930,13820,13800,13830,13200,12380,12120,11040,11300,10250,8950,8020,7600,7480,6740,6460,6050,5580,4770,3970,3460,3080,2550,2120,1700,1360,1150,890,2280,26990,28940,28360,26890,26210,26020,25570,25030,24360,23950,24690,25280,25440,24640,25090,25350,25670,27050,28460,28810,29460,28290,27210,27510,26820,27090,26850,27890,28930,30450,30600,29460,28800,28840,27860,26680,26060,26130,25350,25250,23960,24160,23970,24290,24580,22820,20290,18580,17300,17500,18780,18730,17010,16180,14970,14800,14030,14040,13620,14040,14260,14600,14430,14240,13940,14120,14040,13930,13140,13570,13220,12630,11470,11160,10690,10520,9570,9460,8280,8190,7320,6760,6180,5870,4790,4260,3680,3120,2560,2130,7120
1992,28580,30020,30320,29850,29010,28290,27540,26740,26010,26170,25960,26210,26940,26040,25000,25440,26680,26240,27530,28370,29140,29000,29060,27240,26420,25260,24730,25590,27620,28510,28830,28560,28510,28510,27390,27610,26840,25460,24710,24310,24180,24330,23870,23370,23220,24570,21580,19600,18360,18690,18640,19240,18910,16850,15660,15290,14390,13670,14320,13840,14290,14560,14710,13520,13890,13870,14060,13400,11960,11630,10850,11090,9930,9260,8190,7600,7000,6340,6280,5440,5210,4160,3500,3100,2670,2230,1780,1390,1140,920,2370,26320,26980,29260,28140,26830,25990,26220,25760,25170,24210,24010,24540,24790,25240,24540,24930,25630,25560,26810,28560,28880,29180,28130,27200,27330,27420,26700,27420,28420,30310,30660,30920,29280,29400,28680,28530,27150,26190,26090,25150,25410,24030,24530,23710,24150,24210,22740,19460,18760,17160,17390,18990,19560,16790,16070,15140,14790,13720,13600,12870,13650,13800,14490,13970,14330,14110,13500,13440,13750,12700,12960,13070,12600,12040,10830,9960,10280,9310,9000,7780,7750,6900,6230,5830,5160,4330,3800,3230,2770,2270,7540
1993,27870,29410,30000,30670,29960,28870,28350,27600,26470,25670,26230,26040,26450,26720,25670,24910,25510,26750,25790,27160,27900,28680,28350,28130,26150,26300,24930,24690,25520,27940,29580,29010,29260,28330,28750,27430,27360,27490,25110,25050,24450,23840,23700,24490,24170,23150,24240,22300,18680,17250,18690,18400,19100,19180,16150,15590,16290,14410,13590,13610,14230,14180,14640,15290,14470,13750,13530,13600,12760,11800,11390,10670,10430,9700,9210,7900,7140,6740,6160,5940,4910,4510,3770,3030,2630,2260,1900,1600,1230,930,2460,26700,27450,27090,29330,28750,27500,26510,26460,26280,25350,24460,23730,24700,24890,25110,23540,24300,25140,25680,27060,28220,27580,28610,28520,28390,27380,27890,27120,28130,28270,30420,31400,30880,30020,29740,28800,27910,27260,27100,26450,25540,25070,23400,24230,23630,24160,23660,22340,19710,18240,17600,17780,18420,19180,16790,15510,15000,15150,14160,14120,13070,13570,14080,14080,13580,14250,13940,14000,13320,13700,12950,12760,12820,12030,12070,10880,9920,9870,8860,8590,7610,7280,6420,5800,5390,4740,3850,3360,2910,2440,8030
1994,27600,29160,29540,30500,30860,30210,29190,28570,27870,26800,26380,26840,26200,26470,26420,25790,25320,25700,26510,25710,26780,27440,27310,27600,28140,27200,26130,25350,25610,26450,28580,28830,29820,29450,28330,28560,28150,26670,26960,25240,26280,25330,24540,23530,24270,23800,24080,24540,22890,19830,18020,18250,18630,19080,19000,15760,15210,15740,14820,13800,13560,14280,13470,14050,15170,14120,13320,12920,13210,12370,11680,11600,10400,9970,9250,7930,7510,6500,6250,5700,5220,4430,4150,3390,2590,2210,1900,1550,1300,1000,2530,26400,27890,27600,28160,29850,29240,27960,26680,26930,26420,25570,25210,24270,25220,25300,25460,24040,24450,25340,25810,26820,27900,28400,28900,28590,28570,28300,28260,28170,28280,29300,31010,31290,30860,30360,30400,28740,27650,27380,26950,26530,25950,25570,23870,24680,23720,23930,23770,22690,19700,18740,17640,17120,18490,18160,16490,15040,14780,15210,14210,14180,13410,13310,13570,14250,12910,13620,14420,14410,13280,13280,12410,12620,12200,11080,10980,10120,9620,9160,8370,8240,7300,6960,6020,5360,4900,4200,3310,2890,2450,8440
